title,company,location,link,summary,source,scraped_date,relevancy,scrape_date
Staff Engineer-FBG-Trading IRE,Fanatics,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/staff-engineer-fbg-trading-ire-at-fanatics-4456903379?position=2&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=WEQXO9pRjJrKgzEIrhiGfg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Staff Software Engineer - Promotions Platform,Fanatics,Ireland,https://ie.linkedin.com/jobs/view/staff-software-engineer-promotions-platform-at-fanatics-4460337934?position=3&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=jMxzCWk7jDFqfYDeWk8FwQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Lead Data Scientist,Flutter UK & Ireland,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/lead-data-scientist-at-flutter-uk-ireland-4465118592?position=17&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=ru5q2N%2FGihQ5XU0Sbby9WQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Software Engineer. Backend,DraftKings Inc.,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-backend-at-draftkings-inc-4467556994?position=20&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=LqxN8AMJOh8U0lWMbr2N9w%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Sr Software Engineer - Motorsports,General Motors,"Limerick, County Limerick, Ireland",https://ie.linkedin.com/jobs/view/sr-software-engineer-motorsports-at-general-motors-4455768681?position=23&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=t7%2FByY0yvVYUI3N7CXeH0A%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Software Architect,evoke,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/software-architect-at-evoke-4461760688?position=30&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=vKdxnIXpfyk6mKNCQnQCXA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Director of Data Engineering,2K,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/director-of-data-engineering-at-2k-4426341676?position=31&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=I5GtDBhVyKVrClsHgq%2BgCQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Software Engineer,LifeWave,"Athenry, County Galway, Ireland",https://ie.linkedin.com/jobs/view/software-engineer-at-lifewave-4461654569?position=34&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=5YqoDUbmhrZOhdeIG3KE4A%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer,Holafly,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-at-holafly-4448985549?position=42&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=w4MxZ4t1KkxspD3o58BOqA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Manager, Software Engineering - SRE Site Lead: Dublin ROC",Riot Games,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/manager-software-engineering-sre-site-lead-dublin-roc-at-riot-games-4466216906?position=45&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=TphW%2By8M9wsOtXBI8tGQKg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Software Engineer – Sensors / Android / Java / Kotlin / C++ / Python / React Native / Wearables,European Tech Recruit,"Cork, County Cork, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-%E2%80%93-sensors-android-java-kotlin-c%2B%2B-python-react-native-wearables-at-european-tech-recruit-4467075216?position=47&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=5SERLns5CBTOtGejO%2FilIg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Senior Software Engineer, Behavior Planning",AeroVect,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-behavior-planning-at-aerovect-4468818330?position=49&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=6n69nk8N8EtaY%2BxFW9zlvQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Senior Software Engineer (C++), Video Processing",Protex AI,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-c%2B%2B-video-processing-at-protex-ai-4433859425?position=51&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=n%2Ftj3Ai3v45BMeHx6kzCTw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Product Engineer [Backend],Attio,Ireland,https://ie.linkedin.com/jobs/view/senior-product-engineer-backend-at-attio-4339861425?position=56&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=5SO0KLUPWvCd3eXaF04PEA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Full Stack Product Engineer - Remote/Europe,Jiga,Ireland,https://ie.linkedin.com/jobs/view/full-stack-product-engineer-remote-europe-at-jiga-4459384177?position=59&pageNum=0&refId=917CVmm94Ecgk6nLT0A3%2BA%3D%3D&trackingId=iKPJxPB3b%2BkZfztOjRc8yA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
National Performance Systems Lead,Swim Ireland,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/national-performance-systems-lead-at-swim-ireland-4456302259?position=8&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=ImALs74kJR4Ob9%2FUp7%2F7dA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Motorsport Race & Data Engineer - Circuit & Rally,Parker Stewart,"County Dublin, Ireland",https://ie.linkedin.com/jobs/view/motorsport-race-data-engineer-circuit-rally-at-parker-stewart-4467216403?position=12&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=v%2BFmnoqKptRBoMA5tGMueg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Scientist - Trust & Safety,TikTok,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-scientist-trust-safety-at-tiktok-4460992626?position=21&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=9u73dL4Ewd3UyEHEWpqYXw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Sports Data Collector (Football) - Newbridge, Ireland",Genius Sports,"Newbridge, County Kildare, Ireland",https://ie.linkedin.com/jobs/view/sports-data-collector-football-newbridge-ireland-at-genius-sports-4424896865?position=27&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=r56uGJPBuXmP7YEPjs%2Bl4A%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Sports Data Collector (Football) - Buncrana, Ireland",Genius Sports,"Buncrana, County Donegal, Ireland",https://ie.linkedin.com/jobs/view/sports-data-collector-football-buncrana-ireland-at-genius-sports-4425300818?position=28&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=gRXvGkYt8DfZ6Ta3eMepgg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Scientist,Scrambly,Ireland,https://ie.linkedin.com/jobs/view/senior-data-scientist-at-scrambly-4465239667?position=31&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=M2l1TCH%2F1k4aAS2Jhao4zw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Machine Learning Engineer,Fruition Group Ireland,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/machine-learning-engineer-at-fruition-group-ireland-4465100324?position=38&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=lh4rpZROpNu8wllZuwBw3g%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Scientist,Cpl,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-scientist-at-cpl-4458751227?position=41&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=BiG0fukYys8xC%2BWZiNpEkQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Scientist,PartnerRe,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-scientist-at-partnerre-4449331035?position=48&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=ASLfTfvabranSviFCTA1SQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Data Scientist, Payments",Stripe,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-scientist-payments-at-stripe-4454553332?position=59&pageNum=0&refId=ak9saw8G5nkdWnJolxW%2BKA%3D%3D&trackingId=NyKbUVJ8QJde4oqDBFfdyQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,E-Frontiers,"Galway, County Galway, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-e-frontiers-4455878191?position=12&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=uwkj%2B81B5iNZJsVIPIUyxw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer,Spait Infotech,Ireland,https://ie.linkedin.com/jobs/view/data-engineer-at-spait-infotech-4468089487?position=20&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=mx7K28NEr%2FrbUMmNsWDtvg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,Meili,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-meili-4462552518?position=21&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=AqnFVSJS0CE2GdEFf5JMnQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,team.blue,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-team-blue-4462149617?position=24&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=jgcPuKTTwjDnxRfJ74cLfg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer,Intact Insurance IE,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-at-intact-insurance-ie-4464349772?position=25&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=hec0PRCR1SWbVbQJWlS62A%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer - SQL/Python,Cpl,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-sql-python-at-cpl-4466305125?position=27&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=FIZo%2Brn5bkvJEBMJ3N57tg%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Software Engineer - Data & AI,Trust In SODA,"Galway, County Galway, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-data-ai-at-trust-in-soda-4461717217?position=28&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=EHlBUOiaobmJGCQOEvrgJw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
"Senior Software Engineer, Database - Demonware - Dublin, IRL",Blizzard Entertainment,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-software-engineer-database-demonware-dublin-irl-at-blizzard-entertainment-4463867265?position=30&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=LxoJ7JlXshR8g0dtI7I84g%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,Fulcrum Digital Inc,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-fulcrum-digital-inc-4467500362?position=31&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=o9Kx8AsGb3CWY0jJnWKRsA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer - Join a New Quant Data Engineering Team,Saragossa,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-join-a-new-quant-data-engineering-team-at-saragossa-4468399296?position=32&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=U22toRer8lYipz2FFlPt0g%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Clinical Python Developer,ICON Strategic Solutions,Ireland,https://ie.linkedin.com/jobs/view/clinical-python-developer-at-icon-strategic-solutions-4297590569?position=33&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=dS8oP94vHYuIZE3AfiwNjA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer – Azure,Methodius IT Recruitment,"County Donegal, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-%E2%80%93-azure-at-methodius-it-recruitment-4469143335?position=35&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=7NuH%2FG6dhSsNNXF%2F6iinZQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Data Engineer for AI,Euronext,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/data-engineer-for-ai-at-euronext-4469284073?position=39&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=ZoY6G%2Bcyf9%2BHAY%2FQtNIIrQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior / Staff Data Engineer (BI) – CEG Team,Agoda,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-staff-data-engineer-bi-%E2%80%93-ceg-team-at-agoda-4455273124?position=40&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=0qNTOX7qjMd7wHDCDRo3XA%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,Financefair,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-financefair-4436711130?position=42&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=4tZLPmCURuGiVp6fZjY50Q%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,ZoomInfo,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-zoominfo-4445247602?position=44&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=8R1N2HxG9nbolD3uxcFo%2Fw%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Senior Data Engineer,emagine,"Dublin, County Dublin, Ireland",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-emagine-4467559513?position=47&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=nOMCmzjJM81IWSKrJ2J9aQ%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Staff Data Engineer,Overstory,Ireland,https://ie.linkedin.com/jobs/view/staff-data-engineer-at-overstory-4465582215?position=48&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=QeOEn9y%2F%2B9b2kGpHEiBc4Q%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
Database Developer,Zinkworks,"Athlone, Ireland",https://ie.linkedin.com/jobs/view/database-developer-at-zinkworks-4456941375?position=49&pageNum=0&refId=h1PUPKTMKmJ%2F96fsn%2BXT%2Bg%3D%3D&trackingId=I96vkG4oO%2Bt%2F0SZ4G9Yn0w%3D%3D,,LinkedIn,2026-09-20,high,2026-09-20
